subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes,propvote,propclass,med_count,min_count,max_count,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING
31428775,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428776,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.333333333,0,0.333333333,0.666666667
31428777,4,4,1,1,DEERWHITETAILED,4,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428778,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0.5,0,0.5,0.5
31428779,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1
31428780,7,7,1,2,DEERWHITETAILED,6,0.857142857,0.857142857,1,1,1,0,0,0,0,0,0,0,1
31428781,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0.25
31428782,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31428783,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428784,6,6,1,2,NOTHINGHERE,5,0.833333333,0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428785,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.2,0,0,0.2,1
31428786,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0.2,0,1
31428787,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428788,8,8,1,1,DEERWHITETAILED,8,1,1,1,1,1,0,0,0,0,0,0,0,1
31428789,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428790,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428791,4,4,1,2,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428792,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428793,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428794,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428795,5,5,1,2,NOTHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428796,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428797,4,4,1,2,DEERWHITETAILED,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0.5,0.5
31428798,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428799,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0.5,0,1
31428800,2,2,1,1,SOMETHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428801,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0.5,0,0.666666667,0.166666667
31428802,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428803,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0.666666667
31428804,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428805,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0.666666667,0.333333333
31428806,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,1,0.25,0,0.5,0.25
31428807,2,2,1,1,DEERWHITETAILED,2,1,1,2,2,2,0,0,0,0,0,0,0,1
31428808,4,4,1,1,DEERWHITETAILED,4,1,1,NA,NA,NA,0,0,0,0.5,0,0,0.25,0.5
31428809,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0.166666667,1
31428810,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333
31428811,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428812,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0.5,0.833333333
31428813,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,1
31428814,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428815,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.833333333,0,0,0,0.833333333
31428816,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428817,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31428818,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428819,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428820,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428821,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428822,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0.2,0,0.8
31428823,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428824,7,7,1,1,HUMAN,7,1,1,NA,NA,NA,0,0,0,0,0.571428571,0.285714286,0.428571429,0
31428825,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428826,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0,0,0.2,0.6
31428827,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428828,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428829,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428830,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428831,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,0.666666667
31428832,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.75,0.25
31428833,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,1,0.333333333,0,0.333333333,0.333333333
31428834,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428835,2,2,1,1,FOXRED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428836,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428837,6,8,1,2,RACCOON,6,0.75,1,1.5,1,2,0,0,0,0.333333333,0,0,0,0.666666667
31428838,7,7,1,2,COYOTE,6,0.857142857,0.857142857,1,1,1,0,0,0,0,0,0,0,1
31428839,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428840,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,1,0,0,0.2,0.2
31428841,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428842,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428843,2,2,1,1,SOMETHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428844,3,3,1,1,OTHERBIRD,3,1,1,NA,NA,NA,0,0,0.333333333,0.666666667,0,0,0.333333333,0.333333333
31428845,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0,0,0.4,0.2
31428846,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,1,0,0,0,1
31428847,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428848,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428849,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428850,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428851,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,0.5
31428852,2,2,1,2,OTHERSMALLMAMMAL,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428853,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428854,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,0.833333333
31428855,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428856,2,2,1,1,SQUIRRELGRAY,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428857,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428858,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428859,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428860,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428861,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428862,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428863,4,4,1,2,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0.5,1
31428864,3,3,1,2,DEERWHITETAILED,1,0.333333333,0.333333333,1,1,1,0,0,0,0,0,0,0,1
31428865,3,3,1,1,HUMAN,3,1,1,NA,NA,NA,0,0,0,0,0,0.5,0.5,0
31428866,3,3,1,1,HUMAN,3,1,1,NA,NA,NA,0,0,0,0,0,0,1,0
31428867,2,2,1,1,HUMAN,2,1,1,NA,NA,NA,0,0,0,0,0,0.5,0.5,0.5
31428868,7,7,1,1,HUMAN,7,1,1,NA,NA,NA,0,0,0,0,0.333333333,0.166666667,0.333333333,0.5
31428869,4,4,1,1,HUMAN,4,1,1,NA,NA,NA,0,0,0,0,0.333333333,0,0.333333333,0.333333333
31428870,5,5,1,1,HUMAN,5,1,1,NA,NA,NA,0,0,0,0,0,0.2,0.6,0.2
31428871,1,1,1,1,HUMAN,1,1,1,1,1,1,0,0,0,0,0,0,1,0
31428872,2,2,1,1,HUMAN,2,1,1,NA,NA,NA,0,0,0,0,0,1,0,0
31428873,7,7,1,1,HUMAN,7,1,1,NA,NA,NA,0,0,0,0,0.142857143,0,1,0
31428874,2,2,1,1,HUMAN,2,1,1,NA,NA,NA,0,0,0,0,0,1,0,0
31428875,2,2,1,1,HUMAN,2,1,1,1,1,1,0,0,0,0,0,0,1,0
31428876,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1
31428877,7,7,1,2,DEERWHITETAILED,6,0.857142857,0.857142857,1,1,1,0,0,0,0.166666667,0,0,0,1
31428878,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,1,0,0,0,0,0,0,0
31428879,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428880,4,4,1,2,DEERWHITETAILED,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0,1
31428881,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428882,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428883,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428884,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428885,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0.25
31428886,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0.75,0,0.25,0,0,0,0,0
31428887,1,1,1,1,SQUIRRELGRAY,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428888,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428889,4,4,1,2,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428890,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0.5,0.5
31428891,3,3,1,2,DEERWHITETAILED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31428892,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0,0,1
31428893,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0,0,0,1
31428894,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428895,4,4,1,2,HUMAN,3,0.75,0.75,NA,NA,NA,0,0,0,0,0.666666667,0.333333333,0,0
31428896,5,5,1,1,DOMESTICDOG,5,1,1,1,1,1,0,0,0,0,0.25,0,0.75,0.25
31428897,4,4,1,1,DOMESTICDOG,4,1,1,1,1,1,0,0,0,0,0,0,0.25,0.75
31428898,3,3,1,1,DOMESTICDOG,3,1,1,1,1,1,0,0,0,0.333333333,0,0.333333333,0,0.333333333
31428899,1,1,1,1,OTHERSMALLMAMMAL,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428900,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428901,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0.5,0.5,0.5
31428902,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,1,0,0,0,0.25
31428903,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428904,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0,0,0.2,0.4
31428905,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428906,2,2,1,2,SQUIRRELGRAY,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428907,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428908,4,4,1,1,COYOTE,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428909,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0.5,0,0,1
31428910,4,4,1,3,OTHERSMALLMAMMAL,2,0.5,0.5,NA,NA,NA,0,0,0,0,0,0,0,1
31428911,4,4,1,2,FOXRED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428912,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428913,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428914,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428915,1,1,1,1,SQUIRRELGRAY,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428916,7,7,1,3,SQUIRRELGRAY,5,0.714285714,0.714285714,1,1,1,0,0,0,0,0,0,0,1
31428917,2,2,1,1,FOXRED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428918,5,5,1,2,SQUIRRELRED,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31428919,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428920,7,7,1,3,SQUIRRELGRAY,5,0.714285714,0.714285714,1,1,1,0,0,0,0,0,0,0,1
31428921,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428922,5,5,1,2,SOMETHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428923,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428924,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428925,5,5,1,1,DEERWHITETAILED,5,1,1,4,4,4,0,0,0,0,0,0,0,1
31428926,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428927,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428928,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428929,2,2,1,2,NOTHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428930,5,5,1,1,FISHER,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428931,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428932,5,5,1,3,DEERWHITETAILED,2,0.4,0.4,1,1,1,0,0,0,0,0,0,1,0
31428933,1,1,1,1,HUMAN,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428934,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.666666667
31428935,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0,0.75
31428936,5,5,1,1,FISHER,5,1,1,1,1,1,0,0,0,0.2,0,0.2,0,1
31428937,3,3,1,3,DEERWHITETAILED,1,0.333333333,0.333333333,1,1,1,0,0,0,1,0,0,1,0
31428938,9,9,1,3,SOMETHINGHERE,6,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428939,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428940,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0,0.75
31428941,5,5,1,1,DEERWHITETAILED,5,1,1,2,2,2,0,0,0,0.2,0,0,0,1
31428942,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.5,0.166666667,0,0.166666667,0.666666667
31428943,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0.5,0.5
31428944,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.666666667
31428945,3,3,1,2,SQUIRRELGRAY,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31428946,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,1,0,0,0,0.5
31428947,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428948,1,1,1,1,SOMETHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428949,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,1,0,0,0.333333333,0.666666667
31428950,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0.666666667,0.333333333
31428951,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0.333333333
31428952,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0,0,0.2,0.2
31428953,4,4,1,2,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428954,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428955,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0.333333333
31428956,7,7,1,1,SQUIRRELRED,7,1,1,1,1,1,0,0,0,0,0,0,0,1
31428957,4,4,1,1,SQUIRRELRED,4,1,1,1,1,1,0,0,0,0,0,0,0.75,0.25
31428958,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.666666667,0,0,0,0.5
31428959,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0
31428960,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0,0,0,1
31428961,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,1,0,0,0.666666667,0
31428962,3,3,1,2,DEERWHITETAILED,2,0.666666667,0.666666667,1,1,1,0,0,0,0.5,0,0,0,0.5
31428963,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428964,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,0.666666667
31428965,6,6,1,1,DEERWHITETAILED,6,1,1,NA,NA,NA,0,0,0,0.333333333,0,0,0,1
31428966,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,1,0,0,0.5,0
31428967,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0.166666667,0,0.333333333,0.666666667
31428968,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.6,0,0,0,0.8
31428969,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0.2,0,0,1
31428970,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0.75,0.25
31428971,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0.5,0.25
31428972,7,7,1,2,DEERWHITETAILED,6,0.857142857,0.857142857,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0.166666667
31428973,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0.25
31428974,3,3,1,2,NOTHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428975,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428976,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,2,0,0,0,0.4,0,0,0,0.8
31428977,4,4,1,1,DEERWHITETAILED,4,1,1,3,1,4,0,0,0,0.5,0,0,0.25,1
31428978,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428979,7,7,1,1,DEERWHITETAILED,7,1,1,NA,NA,NA,0,0,0,0.714285714,0,0,0,0.714285714
31428980,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.666666667,0.166666667,0,0.333333333,0.166666667
31428981,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0
31428982,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1
31428983,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0.333333333,0.333333333,1,0
31428984,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,1,0
31428985,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0.4,0.4
31428986,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0.333333333,0,0,1
31428987,8,8,1,1,DEERWHITETAILED,8,1,1,1,1,1,0,0,0,0.375,0,0,0,1
31428988,4,4,1,3,SOMETHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428989,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.75,0,0,0.5,0.5
31428990,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.666666667
31428991,2,3,2,2,DEERWHITETAILED,2,0.666666667,1,1,1,1,0,0,0,0,0,0,0,1
31428992,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,0.75
31428993,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428994,5,5,1,3,DEERWHITETAILED,2,0.4,0.4,1,1,1,0,0,0,0,0,0,0,1
31428995,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428996,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.75,0,0,0.25,0.75
31428997,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.75,0.25
31428998,3,3,1,1,DEERWHITETAILED,3,1,1,2,2,2,0,0,0,0.333333333,0,0,0.333333333,1
31428999,11,11,1,5,PORCUPINE,5,0.454545455,0.454545455,1,1,1,0,0,0,0,0,0,0,1
31429000,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.75,0,0,0,0.75
31429001,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429002,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,1,0,0,0,1
31429003,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.5,0,0,0.666666667,0.166666667
31429004,5,5,1,1,DEERWHITETAILED,5,1,1,NA,NA,NA,0,0,0,0.5,0,0,0,1
31429005,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429006,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.833333333
31429007,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.333333333,0,0,0.5,0.666666667
31429008,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0.5,0.5
31429009,4,4,1,2,DEERWHITETAILED,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0,1
31429010,2,2,1,2,NOTHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429011,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,0.75
31429012,3,3,1,2,NOTHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429013,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429014,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429015,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31429016,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429017,2,2,1,1,DEERWHITETAILED,2,1,1,1.5,1,2,0,0,0,0,0,0,0,1
31429018,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31429019,2,2,1,1,DEERWHITETAILED,2,1,1,2,2,2,0,0,0,0.5,0,0,0,1
31429020,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429021,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
