"","X1","classification_id","subject_ids","user_name","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","choice.1","Number","SnowDepth","Young","Antlers","Precipitation","behavior_CLIMBING","behavior_DIGGING","behavior_FLYING","behavior_FORAGINGEATING","behavior_INTERACTING","behavior_OTHER","behavior_SITTINGSTANDINGLYING","behavior_WALKINGRUNNING","subject_ids_1","ForestType","ForestName","Image1","Image2","Image3","Camera","SDCard","PhotoBatch","Class_Round"
"396",489,155219682,31428688,"not-logged-in-7c1b6498a0e76856e726",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428688,"Deciduous","DON","21_21_DON_0138.JPG","21_21_DON_0139.JPG","21_21_DON_0140.JPG",21,21,1,1
"397",494,155219957,31429205,"not-logged-in-7c1b6498a0e76856e726",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(), filters = list()))",1,1,"DEERWHITETAILED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429205,"Pine","WF","33_01_WF_0163.JPG","33_01_WF_0164.JPG","33_01_WF_0165.JPG",33,1,1,1
"398",495,155220158,31428706,"not-logged-in-7c1b6498a0e76856e726",123.17,1,"T0",NA,"list(list(choice = ""OTHERSMALLMAMMAL"", answers = list(), filters = list()))",1,1,"OTHERSMALLMAMMAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428706,"Pine","WF","22_18_WF_0010.JPG","22_18_WF_0011.JPG","22_18_WF_0012.JPG",22,18,1,1
"399",496,155220223,31428718,"not-logged-in-7c1b6498a0e76856e726",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(), filters = list()))",1,1,"DEERWHITETAILED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428718,"Pine","WF","22_18_WF_0049.JPG","22_18_WF_0050.JPG","22_18_WF_0051.JPG",22,18,1,1
"400",497,155220283,31428574,"not-logged-in-7c1b6498a0e76856e726",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(), filters = list()))",1,1,"DEERWHITETAILED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428574,"Deciduous","BC","17_24_BC_000136.JPG","17_24_BC_000137.JPG","17_24_BC_000138.JPG",17,24,1,1
"401",503,155637526,31429180,"pilcher",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31429180,"Pine","WF","33_01_WF_0082.JPG","33_01_WF_0083.JPG","33_01_WF_0084.JPG",33,1,1,1
"402",504,155651363,31428608,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,0,1,31428608,"Deciduous","BC","17_24_BC_000238.JPG","17_24_BC_000239.JPG","17_24_BC_000240.JPG",17,24,1,1
"403",505,155709754,31428816,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO",NA,0,0,0,1,0,0,0,1,31428816,"Pine","WF","22_18_WF_0349.JPG","22_18_WF_0350.JPG","22_18_WF_0351.JPG",22,18,1,1
"404",506,155709993,31428320,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428320,"Deciduous","BC","11_13_BC_000016.JPG","11_13_BC_000017.JPG","11_13_BC_000018.JPG",11,13,1,1
"405",508,155710567,31428846,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,1,31428846,"Deciduous","SH","23_03_SH_0064.JPG","23_03_SH_0065.JPG","23_03_SH_0066.JPG",23,3,1,1
"406",510,155711069,31428331,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""PORCUPINE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""CLIMBING"")), filters = list()))",1,1,"PORCUPINE",NA,1,"1020CM","NO",NA,"NO",1,0,0,0,0,0,0,0,31428331,"Deciduous","BC","11_13_BC_000049.JPG","11_13_BC_000050.JPG","11_13_BC_000051.JPG",11,13,1,1
"407",512,155711462,31429151,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429151,"Pine","WHIP","32_17_WHIP_0064.JPG","32_17_WHIP_0065.JPG","32_17_WHIP_0066.JPG",32,17,1,1
"408",513,155711625,31428822,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428822,"Pine","WF","22_18_WF_0367.JPG","22_18_WF_0368.JPG","22_18_WF_0369.JPG",22,18,1,1
"409",514,155711730,31429089,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,1,31429089,"Pine","DEG","29_19_DEG_0487.JPG","29_19_DEG_0488.JPG","29_19_DEG_0489.JPG",29,19,1,1
"410",515,155711833,31428522,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,1,31428522,"Pine","DEG","15_14_DEG_000223.JPG","15_14_DEG_000224.JPG","15_14_DEG_000225.JPG",15,14,1,1
"411",516,155712092,31428655,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""FOXRED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"FOXRED",NA,1,NA,"NO",NA,"YES",0,0,0,0,0,0,0,1,31428655,"Deciduous","DON","21_21_DON_0039.JPG","21_21_DON_0040.JPG","21_21_DON_0041.JPG",21,21,1,1
"412",519,155712386,31429050,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429050,"Pine","DEG","29_19_DEG_0370.JPG","29_19_DEG_0371.JPG","29_19_DEG_0372.JPG",29,19,1,1
"413",521,155712535,31428405,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428405,"Deciduous","BC","11_13_BC_000274.JPG","11_13_BC_000275.JPG","11_13_BC_000276.JPG",11,13,1,1
"414",522,155713004,31428529,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,1,0,0,0,0,31428529,"Deciduous","BC","17_24_BC_000001.JPG","17_24_BC_000002.JPG","17_24_BC_000003.JPG",17,24,1,1
"415",523,155713155,31429116,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO",NA,0,0,0,0,0,0,0,1,31429116,"Pine","WHIP","31_06_WHIP_0034.JPG","31_06_WHIP_0035.JPG","31_06_WHIP_0036.JPG",31,6,1,1
"416",525,155713315,31428496,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428496,"Pine","DEG","15_14_DEG_000145.JPG","15_14_DEG_000146.JPG","15_14_DEG_000147.JPG",15,14,1,1
"417",526,155713402,31428513,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428513,"Pine","DEG","15_14_DEG_000196.JPG","15_14_DEG_000197.JPG","15_14_DEG_000198.JPG",15,14,1,1
"418",528,155713608,31428299,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,1,0,0,0,1,31428299,"Pine","WF","04_26_WF_000025.JPG","04_26_WF_000026.JPG","04_26_WF_000027.JPG",4,26,1,1
"419",529,155713689,31428531,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428531,"Deciduous","BC","17_24_BC_000007.JPG","17_24_BC_000008.JPG","17_24_BC_000009.JPG",17,24,1,1
"420",530,155713768,31428380,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428380,"Deciduous","BC","11_13_BC_000199.JPG","11_13_BC_000200.JPG","11_13_BC_000201.JPG",11,13,1,1
"421",531,155713847,31428747,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428747,"Pine","WF","22_18_WF_0136.JPG","22_18_WF_0137.JPG","22_18_WF_0138.JPG",22,18,1,1
"422",533,155714047,31428945,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"2030CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428945,"Pine","DEG","29_19_DEG_0037.JPG","29_19_DEG_0038.JPG","29_19_DEG_0039.JPG",29,19,1,1
"423",534,155714113,31429020,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429020,"Pine","DEG","29_19_DEG_0280.JPG","29_19_DEG_0281.JPG","29_19_DEG_0282.JPG",29,19,1,1
"424",535,155714198,31428298,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428298,"Pine","WF","04_26_WF_000022.JPG","04_26_WF_000023.JPG","04_26_WF_000024.JPG",4,26,1,1
"425",537,155714801,31428301,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428301,"Pine","WF","04_26_WF_000031.JPG","04_26_WF_000032.JPG","04_26_WF_000033.JPG",4,26,1,1
"426",541,155715142,31428340,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428340,"Deciduous","BC","11_13_BC_000076.JPG","11_13_BC_000077.JPG","11_13_BC_000078.JPG",11,13,1,1
"427",547,155715620,31429086,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,1,0,1,0,0,31429086,"Pine","DEG","29_19_DEG_0478.JPG","29_19_DEG_0479.JPG","29_19_DEG_0480.JPG",29,19,1,1
"428",551,155715978,31428703,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"COYOTE",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428703,"Pine","WF","22_18_WF_0001.JPG","22_18_WF_0002.JPG","22_18_WF_0003.JPG",22,18,1,1
"429",554,155716186,31428955,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,1,0,0,0,0,31428955,"Pine","DEG","29_19_DEG_0070.JPG","29_19_DEG_0071.JPG",NA,29,19,1,1
"430",558,155716479,31428339,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""PORCUPINE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"PORCUPINE",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428339,"Deciduous","BC","11_13_BC_000073.JPG","11_13_BC_000074.JPG","11_13_BC_000075.JPG",11,13,1,1
"431",559,155716571,31428740,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""FISHER"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"FISHER",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,1,0,31428740,"Pine","WF","22_18_WF_0115.JPG","22_18_WF_0116.JPG","22_18_WF_0117.JPG",22,18,1,1
"432",560,155716688,31428752,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO",NA,0,0,0,0,0,0,0,1,31428752,"Pine","WF","22_18_WF_0151.JPG","22_18_WF_0152.JPG","22_18_WF_0153.JPG",22,18,1,1
"433",561,155716789,31428616,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"2030CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428616,"Deciduous","BC","17_24_BC_000262.JPG","17_24_BC_000263.JPG","17_24_BC_000264.JPG",17,24,1,1
"434",562,155716811,31428674,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428674,"Deciduous","DON","21_21_DON_0096.JPG","21_21_DON_0097.JPG","21_21_DON_0098.JPG",21,21,1,1
"435",563,155716904,31428769,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","YES","NO",0,0,0,0,0,0,0,1,31428769,"Pine","WF","22_18_WF_0205.JPG","22_18_WF_0206.JPG","22_18_WF_0207.JPG",22,18,1,1
"436",564,155717309,31428647,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428647,"Deciduous","DON","21_21_DON_0012.JPG","21_21_DON_0013.JPG","21_21_DON_0014.JPG",21,21,1,1
"437",565,155717469,31428612,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428612,"Deciduous","BC","17_24_BC_000250.JPG","17_24_BC_000251.JPG","17_24_BC_000252.JPG",17,24,1,1
"438",566,155717552,31428724,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428724,"Pine","WF","22_18_WF_0067.JPG","22_18_WF_0068.JPG","22_18_WF_0069.JPG",22,18,1,1
"439",568,155717655,31428349,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428349,"Deciduous","BC","11_13_BC_000103.JPG","11_13_BC_000104.JPG","11_13_BC_000105.JPG",11,13,1,1
"440",570,155717910,31428837,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""RACCOON"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"RACCOON",NA,2,"010CM",NA,NA,"NO",0,0,0,0,0,0,0,1,31428837,"Deciduous","SH","23_03_SH_0037.JPG","23_03_SH_0038.JPG","23_03_SH_0039.JPG",23,3,1,1
"441",571,155768196,31428987,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428987,"Pine","DEG","29_19_DEG_0181.JPG","29_19_DEG_0182.JPG","29_19_DEG_0183.JPG",29,19,1,1
"442",572,155768326,31428566,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428566,"Deciduous","BC","17_24_BC_000112.JPG","17_24_BC_000113.JPG","17_24_BC_000114.JPG",17,24,1,1
"443",573,155768479,31428673,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428673,"Deciduous","DON","21_21_DON_0093.JPG","21_21_DON_0094.JPG","21_21_DON_0095.JPG",21,21,1,1
"444",576,155768692,31429133,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,1,0,31429133,"Pine","WHIP","32_17_WHIP_0010.JPG","32_17_WHIP_0011.JPG","32_17_WHIP_0012.JPG",32,17,1,1
"445",578,155769186,31428656,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""PORCUPINE"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list(TAIL = ""LONG"")))",1,1,"PORCUPINE",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,1,0,31428656,"Deciduous","DON","21_21_DON_0042.JPG","21_21_DON_0043.JPG","21_21_DON_0044.JPG",21,21,1,1
"446",579,155769293,31429190,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429190,"Pine","WF","33_01_WF_0112.JPG","33_01_WF_0113.JPG","33_01_WF_0114.JPG",33,1,1,1
